County,State,Obama,Romney
Warren ,missouri,35.6,62.3
Washington ,missouri,39.5,58.1
Wayne ,missouri,31.7,66.3
Webster ,missouri,28.6,69.4
Worth ,missouri,32.5,63.4
Wright ,missouri,24.5,73.3
Beaverhead ,montana,28.4,68.5
Big Horn ,montana,62,36.3
Blaine ,montana,56.4,41.3
Broadwater ,montana,25.3,71.5
Carbon ,montana,36.6,60.5
Carter ,montana,12.1,85.4
Cascade ,montana,44,53.1
Chouteau ,montana,34.6,62.4
Custer ,montana,34.2,62.8
Daniels ,montana,23.6,73.4
Dawson ,montana,27.6,68.5
Deer Lodge ,montana,64.2,32.5
Fallon ,montana,16.9,80.3
Fergus ,montana,26.9,70.2
Flathead ,montana,31.9,65.2
Gallatin ,montana,45.7,51
Garfield ,montana,9.4,88.9
Glacier ,montana,64.9,32.4
Golden Valley ,montana,23,73.3
Granite ,montana,31.3,64.9
Hill ,montana,49.9,46.4
Jefferson ,montana,34.8,62.3
Judith Basin ,montana,27.7,70.3
Lake ,montana,43.4,53.8
Lewis and Clark ,montana,46.9,50.5
Liberty ,montana,26.1,71
Lincoln ,montana,28.7,68.2
Madison ,montana,28.5,69.1
McCone ,montana,22.4,75.1
Meagher ,montana,27.7,68.9
Mineral ,montana,34.7,60.3
Missoula ,montana,57.9,39.2
Musselshell ,montana,20.5,76.2
Park ,montana,43.2,53.7
Petroleum ,montana,16.4,80.5
Phillips ,montana,21.1,75.8
Pondera ,montana,35.8,61.6
Powder River ,montana,16.7,81.7
Powell ,montana,32,65.1
Prairie ,montana,23.8,73.9
Ravalli ,montana,32.7,64.7
Richland ,montana,21.6,75.6
Roosevelt ,montana,56.5,41.5
Rosebud ,montana,40.9,56.4
Sanders ,montana,29.1,67.4
Sheridan ,montana,34.4,62.7
Silver Bow ,montana,64.9,32.3
Stillwater ,montana,26.5,71
Sweet Grass ,montana,22.5,75.2
Teton ,montana,33,64.3
Toole ,montana,27.7,68.5
Treasure ,montana,25.2,70
Valley ,montana,35.9,60.5
Wheatland ,montana,27.5,69.8
Wibaux ,montana,4.6,77.4
Yellowstone ,montana,38.3,59
Adams ,nebraska,32.1,66.1
Antelope ,nebraska,17.8,80.6
Arthur ,nebraska,11.5,87
Banner ,nebraska,13.7,84.3
Blaine ,nebraska,9.6,89
Boone ,nebraska,22,76.3
Box Butte ,nebraska,36,61.6
Boyd ,nebraska,17.8,81.4
Brown ,nebraska,14.4,84
Buffalo ,nebraska,27.6,70.2
Burt ,nebraska,38.3,60.3
Butler ,nebraska,26.9,71.5
Cass ,nebraska,36,62.4
Cedar ,nebraska,22.3,75.8
Chase ,nebraska,13.6,85.1
Cherry ,nebraska,14.3,83.8
Cheyenne ,nebraska,23.4,74.7
Clay ,nebraska,22.7,75.9
Colfax ,nebraska,31.5,67.1
Cuming ,nebraska,25.8,72.8
Custer ,nebraska,19.7,78.5
Dakota ,nebraska,47.4,51
Dawes ,nebraska,30.3,67
Dawson ,nebraska,28.1,69.9
Deuel ,nebraska,21.2,75.4
Dixon ,nebraska,32.6,65.5
Dodge ,nebraska,37.9,60.6
Douglas ,nebraska,47.2,51.5
Dundy ,nebraska,17.9,80.6
Fillmore ,nebraska,28.2,70.1
Franklin ,nebraska,25,72.7
Frontier ,nebraska,26.8,70.7
Furnas ,nebraska,19.1,79.8
Gage ,nebraska,40.5,57.3
Garden ,nebraska,22.2,76.2
Garfield ,nebraska,15.8,82.1
Gosper ,nebraska,23.6,75.1
Grant ,nebraska,8.3,88.7
Greeley ,nebraska,28.8,69.4
Hall ,nebraska,35.3,62.9
Hamilton ,nebraska,23.5,74.3
Harlan ,nebraska,19.6,78.8
Hayes ,nebraska,9.3,88.4
Hitchcock ,nebraska,17.8,79.7
Holt ,nebraska,18.2,79.8
Hooker ,nebraska,15,83.8
Howard ,nebraska,32,66.2
Jefferson ,nebraska,34.7,63.1
Johnson ,nebraska,38.4,59.5
Kearney ,nebraska,24.1,74.2
Keith ,nebraska,22.9,75.4
Keya Paha ,nebraska,16.6,81.5
Kimball ,nebraska,23.5,73.4
Knox ,nebraska,26.3,71.7
Lancaster ,nebraska,48.7,49.7
Lincoln ,nebraska,28.5,69.1
Logan ,nebraska,15.8,82.6
Loup ,nebraska,17.4,81.5
Madison ,nebraska,24.9,73.1
McPherson ,nebraska,14.1,81.7
Merrick ,nebraska,26.6,71.7
Morrill ,nebraska,20.9,77
Nance ,nebraska,29.7,68.5
Nemaha ,nebraska,34.8,63.3
Nuckolls ,nebraska,26.1,72
Otoe ,nebraska,36.8,61.2
Pawnee ,nebraska,29.8,67.4
Perkins ,nebraska,17,81.5
Phelps ,nebraska,20.2,77.8
Pierce ,nebraska,18.7,79.3
Platte ,nebraska,23.4,75.2
Polk ,nebraska,21.5,77.1
Red Willow ,nebraska,19.3,79.2
Richardson ,nebraska,32.1,65.4
Rock ,nebraska,13.1,85.3
Saline ,nebraska,46.2,52.1
Sarpy ,nebraska,37.3,60.9
Saunders ,nebraska,32.1,65.9
Scotts Bluff ,nebraska,30.2,68
Seward ,nebraska,31.7,66.4
Sheridan ,nebraska,15.9,82
Sherman ,nebraska,36.4,60.9
Sioux ,nebraska,13.7,84.8
Stanton ,nebraska,23.1,74.2
Thayer ,nebraska,27.6,70.5
Thomas ,nebraska,10.3,88.2
Thurston ,nebraska,57.9,41.3
Valley ,nebraska,22.8,75.8
Washington ,nebraska,30.7,67.8
Wayne ,nebraska,29.4,68.1
Webster ,nebraska,25.4,72.5
Wheeler ,nebraska,20.9,77.4
York ,nebraska,21.6,77.1
Carson City ,nevada,44.1,53.2
Churchill ,nevada,28.8,68.8
Clark ,nevada,56.4,41.9
Douglas ,nevada,35.6,62.4
Elko ,nevada,22,75.2
Esmeralda ,nevada,21.1,72.9
Eureka ,nevada,13.2,82.1
Humboldt ,nevada,30.2,66.3
Lander ,nevada,24.7,73
Lincoln ,nevada,18.6,78.6
Lyon ,nevada,34.4,63
Mineral ,nevada,42.4,53.1
Nye ,nevada,36.1,60.3
Pershing ,nevada,33.5,61.9
Storey ,nevada,39.8,57.1
Washoe ,nevada,50.7,47.2
White Pine ,nevada,26.5,70.2
Belknap ,new hampshire,47,52
Carroll ,new hampshire,49.1,49.9
Cheshire ,new hampshire,61.7,36.9
Coos ,new hampshire,58.2,40.6
Grafton ,new hampshire,61.2,37.3
Hillsborough ,new hampshire,50.1,48.4
Merrimack ,new hampshire,55.8,43
Rockingham ,new hampshire,47.2,51.7
Strafford ,new hampshire,56.5,42
Sullivan ,new hampshire,55.8,42.5
Atlantic ,new jersey,58.1,40.9
Bergen ,new jersey,55,44.1
Burlington ,new jersey,58.8,40.1
Camden ,new jersey,67.8,31.2
Cape May ,new jersey,45,54
Cumberland ,new jersey,61,37.9
Essex ,new jersey,77.4,21.9
Gloucester ,new jersey,54.6,44.1
Hudson ,new jersey,77.4,21.6
Hunterdon ,new jersey,40,58.9
Mercer ,new jersey,67.8,31
Middlesex ,new jersey,62.9,35.9
Monmouth ,new jersey,46.7,52.2
Morris ,new jersey,43.7,55.3
Ocean ,new jersey,40.6,58.4
Passaic ,new jersey,63.2,35.9
Salem ,new jersey,49.6,48.8
Somerset ,new jersey,52,46.8
Sussex ,new jersey,37.9,60.3
Union ,new jersey,66.3,32.8
Warren ,new jersey,41.3,57
Bernalillo ,new mexico,55.6,39.3
Catron ,new mexico,26.5,70.2
Chaves ,new mexico,32.3,64.7
Cibola ,new mexico,60.2,36.4
Colfax ,new mexico,48.8,46.9
Curry ,new mexico,29.4,68
DeBaca ,new mexico,31.9,65.1
Dona Ana ,new mexico,56,41.1
Eddy ,new mexico,31.8,65.4
Grant ,new mexico,55,41.5
Guadalupe ,new mexico,70.2,26.2
Harding ,new mexico,43.3,54.3
Hidalgo ,new mexico,51.5,46.4
Lea ,new mexico,24,73.7
Lincoln ,new mexico,31.8,64.5
Los Alamos ,new mexico,48.7,45
Luna ,new mexico,47.8,48.9
McKinley ,new mexico,72.1,25.4
Mora ,new mexico,75,22.7
Otero ,new mexico,34.2,62.2
Quay ,new mexico,37.4,59.4
Rio Arriba ,new mexico,74.7,22.1
Roosevelt ,new mexico,28.9,67.8
San Juan ,new mexico,34.1,62.6
San Miguel ,new mexico,76.9,20
Sandoval ,new mexico,50.3,45.2
Santa Fe ,new mexico,73.4,22.4
Sierra ,new mexico,38.5,57.4
Socorro ,new mexico,56.2,38.1
Taos ,new mexico,78.1,17.8
Torrance ,new mexico,37.9,55.2
Union ,new mexico,26.9,70.2
Valencia ,new mexico,48.7,46.3
Albany ,new york,64.4,33.5
Allegany ,new york,36.3,61.6
Bronx ,new york,91.2,8.3
Brooklyn ,new york,81.4,17.6
Broome ,new york,50.9,46.4
Cattaraugus ,new york,42.4,55.8
Cayuga ,new york,54.3,43.6
Chautauqua ,new york,45,53.3
Chemung ,new york,47.8,50.7
Chenango ,new york,47.2,50.6
Clinton ,new york,62,36.4
Columbia ,new york,54.8,43
Cortland ,new york,53.4,44.6
Delaware ,new york,44.2,53.7
Dutchess ,new york,52.5,45.8
Erie ,new york,56.9,41.3
Essex ,new york,56.7,41.7
Franklin ,new york,62.4,36.1
Fulton ,new york,43.9,54.4
Genesee ,new york,38.5,59.4
Greene ,new york,43.3,54.4
Hamilton ,new york,36,62.2
Herkimer ,new york,44.8,53.2
Jefferson ,new york,47.9,50.8
Lewis ,new york,45,53.6
Livingston ,new york,44.3,53.7
Madison ,new york,49.1,48.8
Manhattan ,new york,84.2,14.6
Monroe ,new york,57.8,40.4
Montgomery ,new york,47,51.4
Nassau ,new york,52.9,46.2
Niagara ,new york,49.4,48.8
Oneida ,new york,46.5,51.8
Onondaga ,new york,59.7,38.6
Ontario ,new york,48.2,49.8
Orange ,new york,51.9,46.7
Orleans ,new york,39.3,58.7
Oswego ,new york,52.8,45
Otsego ,new york,50,48
Putnam ,new york,43.7,54.9
Queens ,new york,78.8,20.3
Rensselaer ,new york,54.8,43
Rockland ,new york,52.8,46.2
Saint Lawrence ,new york,57.5,40.9
Saratoga ,new york,50.1,48
Schenectady ,new york,56.7,41.3
Schoharie ,new york,40.7,57.3
Schuyler ,new york,44.9,52.8
Seneca ,new york,53.7,44.5
Staten Island ,new york,49.9,49.1
Steuben ,new york,40.9,57.3
Suffolk ,new york,50.8,48
Sullivan ,new york,54.4,44
Tioga ,new york,41.4,56.5
Tompkins ,new york,68.2,28.5
Ulster ,new york,59.8,37.9
Warren ,new york,50,47.9
Washington ,new york,49.8,48.2
Wayne ,new york,44.4,53.7
Westchester ,new york,60.4,38.2
Wyoming ,new york,34.3,63.9
Yates ,new york,47.7,50.6
Alamance ,north carolina,42.5,56.6
Alexander ,north carolina,26.9,71.6
Alleghany ,north carolina,31.3,67.2
Anson ,north carolina,62.3,37.3
Ashe ,north carolina,32.8,65.7
Avery ,north carolina,24.3,74.5
Beaufort ,north carolina,40.1,59.3
Bertie ,north carolina,65.8,33.9
Bladen ,north carolina,50.6,48.6
Brunswick ,north carolina,38.5,60.7
Buncombe ,north carolina,55.5,43.1
Burke ,north carolina,37.6,61.2
Cabarrus ,north carolina,39.4,59.6
Caldwell ,north carolina,31.4,67.2
Camden ,north carolina,32.2,66.3
Carteret ,north carolina,29,70
Caswell ,north carolina,48.3,51
Catawba ,north carolina,34.7,64.2
Chatham ,north carolina,51.9,47.2
Cherokee ,north carolina,26.3,72.5
Chowan ,north carolina,47.2,52.2
Clay ,north carolina,28.1,70.7
Cleveland ,north carolina,39.3,59.8
Columbus ,north carolina,45.7,53.6
Craven ,north carolina,40.7,58.5
Cumberland ,north carolina,59.5,39.8
Currituck ,north carolina,31.6,66.6
Dare ,north carolina,41.2,57.4
Davidson ,north carolina,29,69.9
Davie ,north carolina,27.7,71.3
Duplin ,north carolina,43.8,55.6
Durham ,north carolina,75.9,23.2
Edgecombe ,north carolina,68,31.7
Forsyth ,north carolina,53.2,45.9
Franklin ,north carolina,47.5,51.6
Gaston ,north carolina,36.7,62.3
Gates ,north carolina,51.7,47.7
Graham ,north carolina,28.5,70.2
Granville ,north carolina,51.9,47.3
Greene ,north carolina,45.9,53.6
Guilford ,north carolina,57.8,41.3
Halifax ,north carolina,65.8,33.8
Harnett ,north carolina,39.8,59.2
Haywood ,north carolina,42.4,56.2
Henderson ,north carolina,35.6,63.2
Hertford ,north carolina,71.9,27.6
Hoke ,north carolina,59,40
Hyde ,north carolina,49.1,50.2
Iredell ,north carolina,34.3,64.8
Jackson ,north carolina,48.6,49.7
Johnston ,north carolina,35.6,63.4
Jones ,north carolina,45,54.4
Lee ,north carolina,44.4,54.6
Lenoir ,north carolina,49,50.5
Lincoln ,north carolina,30.1,68.9
Macon ,north carolina,34,64.6
Madison ,north carolina,44.6,53.7
Martin ,north carolina,51.9,47.5
McDowell ,north carolina,33.5,65.3
Mecklenburg ,north carolina,60.8,38.3
Mitchell ,north carolina,23.6,75.3
Montgomery ,north carolina,41.9,57.2
Moore ,north carolina,35.6,63.7
Nash ,north carolina,50.2,49.3
New Hanover ,north carolina,47.1,51.7
Northampton ,north carolina,67.3,32.4
Onslow ,north carolina,36,62.9
Orange ,north carolina,70.4,28.2
Pamlico ,north carolina,39.2,60.1
Pasquotank ,north carolina,57.5,41.6
Pender ,north carolina,39.3,59.8
Perquimans ,north carolina,41.5,57.6
Person ,north carolina,44.1,55.1
Pitt ,north carolina,53,46.3
Polk ,north carolina,38.7,60.2
Randolph ,north carolina,24.4,74.6
Richmond ,north carolina,51,48.3
Robeson ,north carolina,57.9,41.3
Rockingham ,north carolina,38.9,60.3
Rowan ,north carolina,36.5,62.5
Rutherford ,north carolina,32.7,66.2
Sampson ,north carolina,44.2,55.2
Scotland ,north carolina,58,41.4
Stanly ,north carolina,29.3,69.7
Stokes ,north carolina,27.9,70.8
Surry ,north carolina,30.9,67.9
Swain ,north carolina,45.9,52.2
Transylvania ,north carolina,40.9,57.8
Tyrrell ,north carolina,47,52.3
Union ,north carolina,34.3,64.7
Vance ,north carolina,64,35.7
Wake ,north carolina,54.5,44.2
Warren ,north carolina,67.9,31.8
Washington ,north carolina,59,40.5
Watauga ,north carolina,47.5,50.1
Wayne ,north carolina,45.4,54
Wilkes ,north carolina,28,70.7
Wilson ,north carolina,53.3,46
Yadkin ,north carolina,23.6,75
Yancey ,north carolina,42.3,56.2
Adams ,north dakota,25.6,71.5
Barnes ,north dakota,43.7,54
Benson ,north dakota,57.4,40.4
Billings ,north dakota,15.4,81.8
Bottineau ,north dakota,33.4,64.5
Bowman ,north dakota,23.8,73.9
Burke ,north dakota,22.7,75.5
Burleigh ,north dakota,32.7,64.9
Cass ,north dakota,47.3,50.2
Cavalier ,north dakota,39.8,58
Dickey ,north dakota,33.8,63.7
Divide ,north dakota,33.2,63.5
Dunn ,north dakota,24.6,74.6
Eddy ,north dakota,42.2,55
Emmons ,north dakota,20.6,76.8
Foster ,north dakota,36.1,61.4
Golden Valley ,north dakota,17.4,80.1
Grand Forks ,north dakota,47,50.5
Grant ,north dakota,23.9,73.2
Griggs ,north dakota,40.1,57.7
Hettinger ,north dakota,23.2,73.9
Kidder ,north dakota,30,66.4
LaMoure ,north dakota,33.8,63.1
Logan ,north dakota,21.2,76.7
McHenry ,north dakota,34.8,62.2
McIntosh ,north dakota,30.2,68.1
McKenzie ,north dakota,27.1,71.6
McLean ,north dakota,33.9,64
Mercer ,north dakota,26.4,71.3
Morton ,north dakota,33.1,64.2
Mountrail ,north dakota,40.7,56.9
Nelson ,north dakota,45.9,51.7
Oliver ,north dakota,27.8,68.6
Pembina ,north dakota,38.6,58.7
Pierce ,north dakota,30.3,67.6
Ramsey ,north dakota,43.5,53.5
Ransom ,north dakota,55.6,41.8
Renville ,north dakota,31.3,66.8
Richland ,north dakota,42.3,55.8
Rolette ,north dakota,74,24.1
Sargent ,north dakota,54,44.1
Sheridan ,north dakota,19.9,78.8
Sioux ,north dakota,79.1,19.6
Slope ,north dakota,19.1,78.6
Stark ,north dakota,24.3,73.7
Steele ,north dakota,50.1,48.2
Stutsman ,north dakota,37.8,59.8
Towner ,north dakota,43.9,53.2
Traill ,north dakota,46.4,51.1
Walsh ,north dakota,41.8,55.5
Ward ,north dakota,33.3,64.1
Wells ,north dakota,28.4,69.8
Williams ,north dakota,23.8,73.8
Adams ,ohio,35.8,62
Allen ,ohio,36.3,62
Ashland ,ohio,33.9,63.9
Ashtabula ,ohio,55,42.8
Athens ,ohio,66.1,31.1
Auglaize ,ohio,24.7,73.6
Belmont ,ohio,44.8,53.2
Brown ,ohio,36.5,61.6
Butler ,ohio,36.1,62.3
Carroll ,ohio,41.6,55.4
Champaign ,ohio,39.1,59.2
Clark ,ohio,48.3,50.1
Clermont ,ohio,31.4,67
Clinton ,ohio,31.4,66.5
Columbiana ,ohio,42.9,55
Coshocton ,ohio,44,53.4
Crawford ,ohio,37.6,60.2
Cuyahoga ,ohio,68.8,30.2
Darke ,ohio,26.6,71.5
Defiance ,ohio,41.9,56
Delaware ,ohio,37.5,61.2
Erie ,ohio,54.8,43.5
Fairfield ,ohio,41.1,57.3
Fayette ,ohio,38.2,60.5
Franklin ,ohio,60.1,38.4
Fulton ,ohio,42.3,55.5
Gallia ,ohio,35.9,62
Geauga ,ohio,38.5,60.1
Greene ,ohio,38.3,60
Guernsey ,ohio,44.1,53.7
Hamilton ,ohio,51.8,46.9
Hancock ,ohio,34.9,63.2
Hardin ,ohio,36.9,60.4
Harrison ,ohio,41.4,56.2
Henry ,ohio,39.6,58.2
Highland ,ohio,33.6,64.3
Hocking ,ohio,48.3,49.4
Holmes ,ohio,22.6,75.4
Huron ,ohio,44.3,53.2
